source,target,reached,length,visited\
Jesus,Christianity,TRUE,2,"['Jesus', 'Christianity']\"
Polish-Soviet_War,Cancer,TRUE,13,"['Polish-Soviet_War', 'Europe', 'Arabic_language', 'Hebrew_language', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'United_States_dollar', 'Currency', 'Gold', 'Cancer']\"
Retina,Steam_engine,FALSE,20,"['Retina', 'Light', 'California', 'United_States', 'India', 'Currency', 'Madagascar', 'Jew', 'Asia', 'Middle_East', 'Judaism', 'United_Kingdom', 'Jet_engine', 'World_War_II', 'Israel', 'English_language', 'Pakistan', 'France', 'Germany']\"
Retina,Language,TRUE,5,"['Retina', 'Evolution', 'United_States', 'German_language', 'Language']\"
Saudi_Arabia,Diamond_simulant,TRUE,10,"['Saudi_Arabia', 'Japan', 'Russia', 'Christianity', 'Islam', 'United_States', 'Agriculture', 'Africa', 'Diamond', 'Diamond_simulant']\"
Plymouth,Helsinki,TRUE,6,"['Plymouth', 'Poland', 'Lithuania', 'Latvia', 'Finland', 'Helsinki']\"
Desert,Library_of_Congress,TRUE,12,"['Desert', 'Asia', 'Europe', 'England', 'Italy', 'Japan', 'China', 'Africa', 'Islam', 'United_States', 'United_States_Congress', 'Library_of_Congress']\"
Marco_Polo,Zeus,TRUE,10,"['Marco_Polo', 'Japan', 'Time_zone', 'United_States', 'German_language', 'France', 'Arabic_language', 'Latin', 'Europe', 'Zeus']\"
Stephen_Harper,Cystic_fibrosis,FALSE,20,"['Stephen_Harper', 'Canada', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'England', 'Latin', 'French_language', 'India', 'Japan', 'China', 'Africa', 'Spain', 'Russia', 'Time_zone', 'Egypt']\"
Aggregator,Archaeology,TRUE,9,"['Aggregator', 'Mass_media', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Arabic_language', 'Latin', 'Ancient_Rome', 'Archaeology']\"
Weather_forecasting,England,TRUE,3,"['Weather_forecasting', 'Europe', 'England']\"
Pumpkin,Michael_Faraday,TRUE,13,"['Pumpkin', 'India', 'Currency', 'Madagascar', 'Animal', 'Mammal', 'Vertebrate', 'Reptile', 'Calcium', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Michael_Faraday']\"
The_Marriage_of_Figaro,The_Lord_of_the_Rings_film_trilogy,FALSE,20,"['The_Marriage_of_Figaro', 'Vienna', 'Europe', 'France', 'Germany', 'England', 'Italy', 'Spain', 'Russia', 'Time_zone', 'China', 'Portugal', 'European_Union', 'London', 'Paris', 'Canada', 'French_language', 'German_language', 'Australia']\"
Zinc,American_Revolutionary_War,TRUE,7,"['Zinc', 'France', 'French_Revolution', 'Revolution', 'American_Civil_War', 'United_States', 'American_Revolutionary_War']\"
Napster,Inductance,FALSE,20,"['Napster', 'United_States', 'France', 'United_Kingdom', 'Europe', 'World_War_II', 'China', 'Africa', 'Latin', 'Italy', 'Time_zone', 'Russia', 'Canada', 'List_of_countries_by_system_of_government', 'Australia', 'United_Nations', 'London', 'Paris', 'French_language']\"
Gyeongju,Eric_Clapton,FALSE,20,"['Gyeongju', 'Japan', 'China', 'Islam', 'India', 'Time_zone', 'Russia', 'Currency', 'Ancient_Egypt', 'Egypt', 'List_of_countries_by_system_of_government', 'Italy', 'European_Union', 'United_States', 'Soviet_Union', 'Asia', 'People%27s_Republic_of_China', 'Capital', 'Brazil']\"
Ptolemy,Central_processing_unit,FALSE,20,"['Ptolemy', 'France', 'Germany', 'Europe', 'England', 'Italy', 'India', 'Japan', 'Russia', 'Canada', 'Christianity', 'Spain', 'Australia', 'World_War_I', 'Africa', 'Islam', 'Egypt', 'Asia', 'Portugal']\"
Gmail,Logic,FALSE,20,"['Gmail', 'United_States', 'France', 'Arabic_language', 'English_language', 'Germany', 'Europe', 'Ottoman_Empire', 'Byzantine_Empire', 'Currency', 'Mauritania', 'Australia', 'United_Kingdom', 'England', 'Christianity', 'Hebrew_language', 'Islam', 'China', 'Japan']\"
Puerto_Rico,Auckland,TRUE,6,"['Puerto_Rico', 'Latin', 'United_States', 'Oceania', 'Wellington', 'Auckland']\"
Tanzania,James_II_of_England,TRUE,6,"['Tanzania', 'Time_zone', 'China', 'United_Kingdom', 'Charles_II_of_England', 'James_II_of_England']\"
Puerto_Rico,Binoculars,FALSE,20,"['Puerto_Rico', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Portuguese_language', 'French_language', 'Roman_Empire', 'Byzantine_Empire', 'Roman_Catholic_Church', 'William_Shakespeare', 'England', 'German_language', 'Spanish_language', 'Arabic_language', 'Hebrew_language', 'France', 'United_Kingdom', 'Europe']\"
Karachi,Malcolm_X,FALSE,20,"['Karachi', 'Buddhism', 'Japan', 'Portugal', 'European_Union', 'French_language', 'United_States', 'Netherlands', 'German_language', 'Poland', 'Agriculture', 'Indonesia', 'World_War_II', 'United_Kingdom', 'Electron', 'Chemical_element', 'Hydrogen', 'Phase_%28matter%29', 'Carbon']\"
Common_cold,Buddha,TRUE,4,"['Common_cold', 'United_States', 'Buddhism', 'Buddha']\"
Puerto_Rico,Literature,TRUE,9,"['Puerto_Rico', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'Poetry', 'Persian_literature', 'Literature']\"
Enigma_machine,Arctic_Ocean,TRUE,3,"['Enigma_machine', 'United_States', 'Arctic_Ocean']\"
Vegetation,Pluto,TRUE,9,"['Vegetation', 'Plant', 'Animal', 'Latin', 'United_States', 'Moon', 'Mars', 'Planet', 'Pluto']\"
World_Wide_Web,Color,TRUE,13,"['World_Wide_Web', 'English_language', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'France', 'Germany', 'Latin', 'Italy', 'Currency', 'Gold', 'Color']\"
English_poetry,Nitrogen_fixation,FALSE,20,"['English_poetry', 'France', 'Germany', 'Europe', 'England', 'Italy', 'India', 'Japan', 'China', 'Africa', 'Spain', 'Currency', '19th_century', 'Canada', 'Christianity', 'Islam', 'Egypt', 'Asia', 'Portugal']\"
Buddhism,Geology,TRUE,3,"['Buddhism', 'Europe', 'Geology']\"
Neutron,Sony,TRUE,10,"['Neutron', 'Latin', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Turkey', 'India', 'Japan', 'Sony']\"
Scots_language,Speaker_of_the_British_House_of_Commons,TRUE,7,"['Scots_language', 'Portugal', 'Europe', 'Italy', 'Japan', 'Parliament_of_the_United_Kingdom', 'Speaker_of_the_British_House_of_Commons']\"
Buddhism,War,TRUE,6,"['Buddhism', 'Vietnam', 'Cold_War', 'Vietnam_War', 'World_War_I', 'War']\"
Rainbow,Liberalism,TRUE,5,"['Rainbow', 'Earth%27s_atmosphere', 'United_States', 'Liberal_democracy', 'Liberalism']\"
Pneumonia,Cat,TRUE,16,"['Pneumonia', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Lion', 'Animal', 'Bird', 'Mammal', 'Australia', 'English_language', 'Germany', 'Europe', 'Wild_cat', 'Cat']\"
Parliament_of_the_United_Kingdom,The_Lord_of_the_Rings_film_trilogy,FALSE,20,"['Parliament_of_the_United_Kingdom', 'England', 'France', 'Germany', 'Europe', 'Italy', 'Spain', 'Russia', 'Time_zone', 'China', 'Portugal', 'European_Union', 'London', 'Paris', 'Canada', 'French_language', 'German_language', 'Australia', 'People%27s_Republic_of_China']\"
Last_Supper,Bull_shark,TRUE,14,"['Last_Supper', 'Christianity', 'Judaism', 'United_States', 'Kingman_Reef', 'Pacific_Ocean', 'Cape_Horn', 'Atlantic_Ocean', 'Whale', 'Blue_Whale', 'Humpback_Whale', 'Sperm_Whale', 'Shark', 'Bull_shark']\"
Munich,Ichthyosaur,FALSE,20,"['Munich', 'United_States', 'Time_zone', 'Japan', 'List_of_countries_by_system_of_government', 'England', 'London', 'Paris', 'Brazil', 'South_America', 'Capital', 'Germany', 'World_War_II', 'Communism', 'Argentina', 'English_language', 'Latin_alphabet', 'Africa', 'Latin_America']\"
Diamond,Saturn,TRUE,6,"['Diamond', 'United_States', 'Moon', 'Mars', 'Planet', 'Saturn']\"
Great_Auk,Chicago_Bears,TRUE,10,"['Great_Auk', 'Chordate', 'Animal', 'Aristotle', 'Mathematics', 'Renaissance', 'Islam', 'United_States', 'Chicago', 'Chicago_Bears']\"
Goose,Pythagoras,FALSE,20,"['Goose', 'Scientific_classification', 'Latin', 'French_language', 'United_Nations', 'Arabic_language', 'Portuguese_language', 'United_States', 'List_of_countries_by_system_of_government', 'South_Africa', 'German_language', 'Hebrew_language', 'Russian_language', 'United_Kingdom', 'Europe', 'Napoleon_I_of_France', 'Roman_Catholic_Church', 'God', 'India']\"
Eyelid,ITunes,FALSE,20,"['Eyelid', 'Vertebrate', 'Reptile', 'Antarctica', 'United_States', 'Hip_hop_music', 'Germany', 'World_War_II', 'People%27s_Republic_of_China', 'List_of_countries_by_system_of_government', 'Indonesia', 'Petroleum', 'United_Kingdom', 'French_language', 'Europe', 'Napoleon_I_of_France', 'French_Revolution', 'Constitutional_monarchy', 'Great_Britain']\"
Eyelid,Herring_Gull,FALSE,20,"['Eyelid', 'Vertebrate', 'Fish', 'Whale_shark', 'Animal', 'Latin', 'United_States', 'India', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Irish_Sea', 'Atlantic_Ocean', 'Black_Sea', 'Aral_Sea', 'Soviet_Union', 'Judaism', 'World_War_II', 'France', 'Brazil']\"
Tooth_enamel,Terrorism,TRUE,12,"['Tooth_enamel', 'Bacteria', 'Scientific_classification', 'Carolus_Linnaeus', 'Japan', 'Islam', 'Iraq', 'United_Kingdom', 'Europe', 'France', 'United_States', 'Terrorism']\"
Goose,Pikachu,FALSE,20,"['Goose', 'Animal', 'Latin', 'United_States', 'Time_zone', 'South_Africa', 'Giraffe', 'Mammal', 'China', 'Pi', 'English_language', 'England', 'London', 'Japan', 'Mario', 'Sweden', 'List_of_countries_by_system_of_government', 'Netherlands', 'Scotland']\"
British_Empire,Aristotle,TRUE,11,"['British_Empire', 'People%27s_Republic_of_China', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'South_Africa', 'German_language', 'Latin', 'Europe', 'Athens', 'Aristotle']\"
Pyongyang,Jupiter,TRUE,8,"['Pyongyang', 'Paris', 'Greece', 'United_States', 'Moon', 'Venus', 'Planet', 'Jupiter']\"
Speaker_of_the_British_House_of_Commons,Chinese_language,TRUE,9,"['Speaker_of_the_British_House_of_Commons', 'Scotland', 'English_language', 'French_language', 'German_language', 'Russian_language', 'People%27s_Republic_of_China', 'Republic_of_China', 'Chinese_language']\"
Sesame,Iraq,TRUE,3,"['Sesame', 'Middle_East', 'Iraq']\"
Gordon_Brown,Golden_Eagle,TRUE,6,"['Gordon_Brown', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'United_States', 'Bald_Eagle', 'Golden_Eagle']\"
Bermuda,Tamil_people,TRUE,9,"['Bermuda', 'United_States', 'Irish_people', 'Ethnic_group', 'English_language', 'Hindi', 'India', 'Tamil_language', 'Tamil_people']\"
Weed,Clifton_Suspension_Bridge,FALSE,20,"['Weed', 'Greenhouse_effect', 'Oxygen', 'Electron', 'Periodic_table', 'Russia', 'France', 'Japan', 'Currency', 'Madagascar', 'Animal', 'Scientific_classification', 'Mammal', 'Bird', 'Agriculture', 'Indonesia', 'List_of_countries_by_system_of_government', 'Portugal', 'Brazil']\"
Pyrite,Animation,FALSE,20,"['Pyrite', 'Sulfur', 'United_States', 'Time_zone', 'South_Africa', 'List_of_countries_by_system_of_government', 'England', 'London', 'People%27s_Republic_of_China', 'Football_%28soccer%29', 'South_America', 'Atlantic_Ocean', 'New_York_City', 'Europe', 'Napoleon_I_of_France', 'Roman_Catholic_Church', 'Holy_Roman_Empire', 'France', 'Republic_of_Ireland']\"
Cider,Pea,TRUE,20,"['Cider', 'United_States', 'World_War_II', 'France', 'Time_zone', 'Washington%2C_D.C.', 'English_language', 'Latin', 'Portugal', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Christianity', 'Europe', 'England', 'Portuguese_language', 'Malaysia', 'Constitutional_monarchy', 'Japan', 'Vegetable', 'Pea']\"
Weed,Bretton_Woods_system,FALSE,20,"['Weed', 'Sumac', 'Africa', 'India', 'Currency', 'Euro', 'Italy', 'Christianity', 'Islam', 'China', 'United_States', 'People%27s_Republic_of_China', 'Democracy', 'Switzerland', 'Paris', 'London', 'Jew', 'Asia', 'Egypt']\"
Iraq,Conakry,FALSE,20,"['Iraq', 'Arabic_language', 'English_language', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'England', 'Latin', 'Italy', 'Spain', 'Russia', 'Canada', 'North_America', 'Netherlands', 'World_War_II', 'Japan', 'China']\"
Windows_XP,U2,FALSE,20,"['Windows_XP', 'European_Union', 'United_States', 'United_Kingdom', 'France', 'Middle_Ages', 'Germany', 'Europe', 'England', 'Hinduism', 'Indonesia', 'World_War_II', 'United_Nations', 'Italy', 'Byzantine_Empire', 'Spain', 'India', 'English_language', 'Canada']\"
Ireland,Sand,TRUE,6,"['Ireland', 'Roman_Catholic_Church', 'Latin', 'United_States', 'Desert', 'Sand']\"
British_Empire,Prague,TRUE,3,"['British_Empire', 'Europe', 'Prague']\"
Tour_de_France,AIDS,TRUE,3,"['Tour_de_France', 'France', 'AIDS']\"
Metamorphic_rock,Ska,FALSE,20,"['Metamorphic_rock', 'Latin', 'Europe', 'Stockholm', 'Baltic_Sea', 'Viking', 'Germany', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Football_%28soccer%29', 'Japan', 'United_States', 'Brazil', 'English_language', 'Great_Britain', 'France', 'Russia', 'Sweden', 'Gothenburg']\"
Great_Moravia,Star_Wars_Episode_IV__A_New_Hope,FALSE,20,"['Great_Moravia', 'Russia', 'Europe', 'Germany', 'England', 'Italy', 'Spain', 'Time_zone', 'China', 'Islam', 'Arabic_language', 'Spanish_language', 'Canada', 'United_States', 'Portugal', 'European_Union', 'London', 'People%27s_Republic_of_China', 'World_War_II']\"
Goose,Leaning_Tower_of_Pisa,FALSE,20,"['Goose', 'Animal', 'Human', 'Africa', 'Christianity', 'Islam', 'Arabic_language', 'Jew', 'Germany', 'Japan', 'Australia', 'Asia', 'Judaism', 'Canada', 'Petroleum', 'South_Africa', 'Netherlands', 'Sweden', 'Agriculture']\"
Russia,Ecuador,TRUE,5,"['Russia', 'Montenegro', 'Portugal', 'Brazil', 'Ecuador']\"
Coconut,Arctic,TRUE,6,"['Coconut', 'India', 'Cold_War', 'United_States', 'Arctic_Ocean', 'Arctic']\"
Extraterrestrial_life,Lake_Superior,TRUE,5,"['Extraterrestrial_life', 'Islam', 'United_States', 'Great_Lakes', 'Lake_Superior']\"
Igneous_rock,T-34,FALSE,20,"['Igneous_rock', 'Latin', 'United_States', 'List_of_countries_by_system_of_government', 'Indonesia', 'Hinduism', 'United_Kingdom', 'France', 'German_language', 'Bible', 'Byzantine_Empire', 'Germany', 'Arabic_language', 'Portuguese_language', 'Chinese_language', 'Europe', 'Wales', 'Constitutional_monarchy', 'Japan']\"
Momentum,Panama_Canal,TRUE,7,"['Momentum', 'Quantum_mechanics', 'Electron', 'Neutron', 'Germany', 'Atlantic_Ocean', 'Panama_Canal']\"
Board_game,Crusades,TRUE,5,"['Board_game', 'World_War_II', 'Europe', 'Christianity', 'Crusades']\"
Momentum,Flag_of_India,TRUE,7,"['Momentum', 'Quantum_mechanics', 'Electron', 'Neutron', 'Water', 'India', 'Flag_of_India']\"
Board_game,Humanism,TRUE,5,"['Board_game', 'World_War_II', 'Communism', 'Human', 'Humanism']\"
Albatross,Textile,TRUE,14,"['Albatross', 'Atlantic_Ocean', 'United_States', 'Time_zone', 'France', 'Roman_Catholic_Church', 'Jesus', 'Europe', 'India', 'English_language', 'Germany', 'Republic_of_Ireland', 'Clothing', 'Textile']\"
Board_game,Chromium,FALSE,20,"['Board_game', 'World_War_II', 'Egypt', 'Africa', 'World_War_I', 'South_Africa', 'List_of_countries_by_system_of_government', 'England', 'London', 'New_York_City', 'United_States', 'Portugal', 'Brazil', 'Agriculture', 'Sweden', 'Middle_East', 'Arabic_language', 'Israel', 'Australia']\"
Russia,Psychology,FALSE,20,"['Russia', 'List_of_countries_by_system_of_government', 'United_States', 'Europe', 'European_Union', 'Turkey', 'Roman_Empire', 'Ottoman_Empire', 'Arabic_language', 'English_language', 'Germany', 'France', 'Republic_of_Ireland', 'Islam', 'Byzantine_Empire', 'Christianity', 'Hebrew_language', 'Jerusalem', 'Spain']\"
Sheffield,Cotopaxi,FALSE,20,"['Sheffield', 'United_Kingdom', 'Cotswolds', 'England', 'London', 'Jew', 'Brazil', 'List_of_countries_by_system_of_government', 'Portugal', 'France', 'Arabic_language', 'Latin', 'United_States', 'Agriculture', 'Germany', 'Scotland', 'Ireland', 'Judaism', 'Europe']\"
Indian_Ocean,Famine,TRUE,12,"['Indian_Ocean', 'Europe', 'France', 'United_States', 'Agriculture', 'Germany', 'World_War_II', 'United_Kingdom', 'Electron', 'Chemical_element', 'Russia', 'Famine']\"
Irish_Sea,Hudson_Bay,TRUE,4,"['Irish_Sea', 'Atlantic_Ocean', 'Arctic_Ocean', 'Hudson_Bay']\"
Algebra,Biology,TRUE,7,"['Algebra', 'Europe', 'Arabic_language', 'English_language', 'People%27s_Republic_of_China', 'Science', 'Biology']\"
Ozone_depletion,Flag_of_South_Africa,TRUE,9,"['Ozone_depletion', 'Australia', 'Flag_of_Australia', 'United_Kingdom', 'France', 'Sub-Saharan_Africa', 'Southern_Africa', 'South_Africa', 'Flag_of_South_Africa']\"
Indian_Ocean,Thorium,FALSE,20,"['Indian_Ocean', 'United_Kingdom', 'Time_zone', 'Egypt', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Football_%28soccer%29', 'London', 'Paris', 'French_language', 'German_language', 'Spanish_language', 'Arabic_language', 'Middle_East', 'Turkey', 'Ottoman_Empire', 'Europe', 'Scotland', 'Ireland']\"
Panama_Canal,Calligraphy,FALSE,20,"['Panama_Canal', 'United_States', 'United_Kingdom', 'Germany', 'England', 'Italy', 'Time_zone', 'Ireland', 'London', 'European_Union', 'United_Nations', 'South_Africa', 'List_of_countries_by_system_of_government', 'Australia', 'Football_%28soccer%29', 'Europe', 'Turkey', 'Austria', 'Capital']\"
Margaret_Thatcher,Apollo,FALSE,20,"['Margaret_Thatcher', 'United_States', 'Apollo_11', 'Apollo_8', 'Moon', 'Neil_Armstrong', 'Soviet_Union', 'List_of_countries_by_system_of_government', 'France', 'French_language', 'German_language', 'Spanish_language', 'Arabic_language', 'Latin', 'Europe', 'India', 'United_Kingdom', 'World_War_II', 'Germany']\"
Space_suit,Gliese_876_b,FALSE,20,"['Space_suit', 'World_War_II', 'United_States', 'United_Kingdom', 'France', 'Arabic_language', 'English_language', 'Germany', 'Asia', 'Judaism', 'Europe', 'Denmark', 'England', 'Hinduism', 'Buddhism', 'Sanskrit', 'India', 'Indonesia', 'Copper']\"
Entropy,Doha,TRUE,5,"['Entropy', 'Evolution', 'United_States', 'Qatar', 'Doha']\"
Stuttgart,Tripoli,TRUE,6,"['Stuttgart', 'United_States', 'Mauritania', 'Egypt', 'Libya', 'Tripoli']\"
Sumo,Hydrochloric_acid,FALSE,20,"['Sumo', 'Japan', 'Australia', 'Italy', 'India', 'Africa', 'Netherlands', 'Scotland', 'Canada', 'United_Kingdom', 'Ireland', 'Middle_Ages', 'English_language', 'United_States', 'Sweden', 'Judaism', 'Jew', 'Denmark', 'Norway']\"
Data_Encryption_Standard,Maya_mythology,FALSE,20,"['Data_Encryption_Standard', 'United_States', 'Sweden', 'Poland', 'Euro', 'United_Kingdom', 'England', 'London', 'Paris', 'Latin', 'English_language', 'Scotland', 'World_War_II', 'Germany', 'NATO', 'Spain', 'North_America', 'United_Nations', 'Petroleum']\"
Sesame_Street,George_II_of_Great_Britain,TRUE,6,"['Sesame_Street', 'United_Kingdom', 'Charles_II_of_England', 'James_II_of_England', 'George_I_of_Great_Britain', 'George_II_of_Great_Britain']\"
Geography_of_Ireland,Pyongyang,TRUE,5,"['Geography_of_Ireland', 'Europe', 'Russia', 'North_Korea', 'Pyongyang']\"
Qin_Shi_Huang,Pi,TRUE,9,"['Qin_Shi_Huang', 'Europe', 'France', 'United_States', 'United_Kingdom', 'English_language', 'Japan', 'China', 'Pi']\"
Space_suit,Pacific_Ocean,TRUE,4,"['Space_suit', 'World_War_II', 'Marshall_Islands', 'Pacific_Ocean']\"
Great_Moravia,Giraffe,FALSE,20,"['Great_Moravia', 'Russia', 'United_Kingdom', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'Latin', 'Europe', 'London', 'Paris', 'Washington%2C_D.C.', 'Chinese_language', 'Arabic_language', 'Jew', 'France', 'Japan', 'Natural_gas']\"
Odyssey,Famine,TRUE,13,"['Odyssey', 'English_language', 'United_States', 'Agriculture', 'France', 'World_War_II', 'Europe', 'Germany', 'United_Kingdom', 'Electron', 'Chemical_element', 'Russia', 'Famine']\"
Jorge_Luis_Borges,Elephant,TRUE,4,"['Jorge_Luis_Borges', 'Europe', 'Mammal', 'Elephant']\"
Selena,Frog,TRUE,11,"['Selena', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Germany', 'Europe', 'Fish', 'Dolphin', 'Animal', 'Australian_Green_Tree_Frog', 'Frog']\"
Democratic_Action_Party,Fruit,TRUE,7,"['Democratic_Action_Party', 'Malaysia', 'Time_zone', 'United_States', 'Potato', 'Plant', 'Fruit']\"
Jamaica,Bread,TRUE,6,"['Jamaica', 'List_of_countries_by_system_of_government', 'France', 'United_States', 'Wheat', 'Bread']\"
Cheetah,Bob_Dylan,FALSE,20,"['Cheetah', 'United_States', 'Europe', 'Italy', 'Japan', 'China', 'Portugal', 'Spain', 'Russia', 'List_of_countries_by_system_of_government', 'Brazil', 'Asia', 'European_Union', 'Rome', 'United_Kingdom', 'Benjamin_Britten', 'Denmark', 'Norway', 'English_language']\"
Seinfeld,Carnivore,TRUE,12,"['Seinfeld', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'Germany', 'Arabic_language', 'Latin', 'Europe', 'Carnivore']\"
John_Sentamu,Velociraptor,FALSE,20,"['John_Sentamu', 'London', 'People%27s_Republic_of_China', 'China', 'United_States', 'List_of_countries_by_system_of_government', 'Egypt', 'Asia', 'Capital', 'Ottoman_Empire', 'Arabic_language', 'Latin', 'Europe', 'France', 'Germany', 'Chinese_language', 'Philippines', 'Cuba', 'World_War_II']\"
Cheetah,Panama,TRUE,9,"['Cheetah', 'Namibia', 'Cuba', 'Peru', 'Bolivia', 'Chile', 'Uruguay', 'South_America', 'Panama']\"
Albinism,Tungsten,TRUE,9,"['Albinism', 'Latin', 'French_language', 'Paris', 'Egypt', 'Time_zone', 'United_States', 'Steel', 'Tungsten']\"
Odyssey,Quantum_mechanics,FALSE,20,"['Odyssey', 'Latin', 'Europe', 'France', 'Japan', 'China', 'Africa', 'India', 'Currency', 'Gold', 'Russia', 'Canada', 'List_of_countries_by_system_of_government', 'England', 'Italy', 'Spain', 'United_Nations', 'London', 'European_Union']\"
Great_comet,Sound,FALSE,20,"['Great_comet', 'Solar_System', 'Latin', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'United_Kingdom', 'English_language', 'Germany', 'Europe', 'England', 'Currency', 'Gold', 'Phase_%28matter%29', 'Water', 'India', 'Japan', 'Russia', 'Canada']\"
Jamaica,Business,TRUE,5,"['Jamaica', 'United_States', 'Corporation', 'Employment', 'Business']\"
Odysseus,California,TRUE,9,"['Odysseus', 'Italy', 'Australia', 'Japan', 'China', 'Shanghai', 'Canada', 'Vancouver', 'California']\"
J._R._R._Tolkien,Star_Wars_Episode_IV__A_New_Hope,FALSE,20,"['J._R._R._Tolkien', 'Germany', 'Europe', 'England', 'Italy', 'Spain', 'Russia', 'Time_zone', 'China', 'Islam', 'Arabic_language', 'Spanish_language', 'Canada', 'United_States', 'Portugal', 'European_Union', 'London', 'People%27s_Republic_of_China', 'World_War_II']\"
Metamorphic_rock,Plutonium,TRUE,4,"['Metamorphic_rock', 'Atom', 'Uranium', 'Plutonium']\"
CPU_cache,Platypus,FALSE,20,"['CPU_cache', 'Central_processing_unit', 'Semiconductor', 'Quantum_mechanics', 'Latin', 'Portugal', 'List_of_countries_by_system_of_government', 'England', 'Portuguese_language', 'United_States', 'People%27s_Republic_of_China', 'Capital', 'France', 'United_Kingdom', 'Europe', 'Industrial_Revolution', 'Russia', 'Nationalism', 'English_language']\"
Fern,Space_Shuttle_Columbia,TRUE,7,"['Fern', 'Photosynthesis', 'Electron', 'Gravitation', 'India', 'United_States', 'Space_Shuttle_Columbia']\"
Pearl,Tree,TRUE,6,"['Pearl', 'Japan', 'United_States', 'Europe', 'Forest', 'Tree']\"
Eskimo,Tanzania,TRUE,4,"['Eskimo', 'Canada', 'United_States', 'Tanzania']\"
Pneumonia,Kuwait_City,TRUE,12,"['Pneumonia', 'United_Kingdom', 'France', 'Belgium', 'Luxembourg', 'Luxembourg_%28city%29', 'Spain', 'Thailand', 'Arable_land', 'England', 'Middle_East', 'Kuwait_City']\"
African_dwarf_frog,London_Bridge,TRUE,5,"['African_dwarf_frog', 'Africa', 'United_Kingdom', 'River_Thames', 'London_Bridge']\"
Space_Shuttle_Endeavour,Calcite,FALSE,20,"['Space_Shuttle_Endeavour', 'United_States', 'United_Kingdom', 'World_War_II', 'India', 'Africa', 'Islam', 'World_War_I', 'Middle_East', 'Agriculture', 'Sweden', 'List_of_countries_by_system_of_government', 'England', 'London', 'Roman_Empire', 'Ottoman_Empire', 'Byzantine_Empire', 'Spain', 'Netherlands']\"
Roman_Catholic_Church,Babylonia,TRUE,17,"['Roman_Catholic_Church', 'Latin', 'United_States', 'United_Kingdom', 'Football_%28soccer%29', 'Europe', 'France', 'World_War_II', 'Japan', 'Russia', 'Christianity', 'Islam', 'India', 'Mammal', 'China', 'Mesopotamia', 'Babylonia']\"
Jordan,Cerium,FALSE,20,"['Jordan', 'World_War_II', 'Israel', 'Time_zone', 'New_York_City', 'Europe', 'Scotland', 'List_of_countries_by_system_of_government', 'Ukraine', 'World_War_I', 'France', 'Arabic_language', 'Latin', 'United_States', 'NATO', 'English_language', 'United_Kingdom', 'Industrial_Revolution', 'Socialism']\"
Lettuce,Radio,TRUE,4,"['Lettuce', 'United_States', 'Broadcasting', 'Radio']\"
Gold,Snow,TRUE,9,"['Gold', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Russia', 'Arctic', 'Canada', 'Skiing', 'Snow']\"
Sudan,55_Cancri_b,FALSE,20,"['Sudan', 'Christianity', 'Judaism', 'United_States', 'United_Kingdom', 'English_language', 'World_War_II', 'France', 'God', 'Hinduism', 'India', 'Mammal', 'Vertebrate', 'Reptile', 'Scientific_classification', 'Aristotle', 'Geology', 'Evolution', 'Agriculture']\"
Weed,Bicycle,FALSE,20,"['Weed', 'Greenhouse_effect', 'Oxygen', 'Phase_%28matter%29', 'Photon', 'Electromagnetic_radiation', 'Human', 'Scientific_classification', 'Carolus_Linnaeus', 'Japan', 'Automobile', 'France', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'Germany', 'Europe', 'Ottoman_Empire', 'Byzantine_Empire']\"
