source,target,reached,length,visited\
X_Window_System,Broadcasting,TRUE,4,"['X_Window_System', 'Internet', 'Advertising', 'Broadcasting']\"
Dinosaur,Computer,TRUE,3,"['Dinosaur', 'United_States', 'Computer']\"
Atlantic_Coast_Line_Railroad,Crusades,TRUE,4,"['Atlantic_Coast_Line_Railroad', 'United_States', 'Islam', 'Crusades']\"
Wright_brothers,Arsenic,TRUE,9,"['Wright_brothers', 'Washington%2C_D.C.', 'Time_zone', 'New_York_City', 'United_States', 'List_of_countries_by_system_of_government', 'Argentina', 'Uranium', 'Arsenic']\"
Dinosaur,Alan_Turing,FALSE,20,"['Dinosaur', 'Italy', 'United_States', 'United_Kingdom', 'John_Milton', 'England', 'English_language', 'Philippines', 'Brazil', 'Agriculture', 'Germany', 'World_War_II', 'Europe', 'Hinduism', 'Christianity', 'Middle_Ages', 'French_language', 'Latin', 'Spanish_language']\"
Kookaburra,Hyena,TRUE,8,"['Kookaburra', 'Animal', 'Aristotle', 'Christianity', 'Europe', 'United_Kingdom', 'Lion', 'Hyena']\"
Democracy,Prostate_cancer,TRUE,13,"['Democracy', 'United_States', 'United_Kingdom', 'Electron', 'Electricity', 'Earth%27s_atmosphere', 'Oxygen', 'Phase_%28matter%29', 'Carbon', 'Mexico', 'Argentina', 'Cancer', 'Prostate_cancer']\"
Dinosaur,Richard_II_of_England,TRUE,11,"['Dinosaur', 'United_States', 'Japan', 'Time_zone', 'Great_Britain', 'James_I_of_England', 'Charles_II_of_England', 'James_II_of_England', 'William_III_of_England', 'Edward_III_of_England', 'Richard_II_of_England']\"
Radium,Jurassic,TRUE,6,"['Radium', 'Phase_%28matter%29', 'Star', 'Earth', 'Dinosaur', 'Jurassic']\"
Kookaburra,Iceland,TRUE,5,"['Kookaburra', 'Australia', 'Ireland', 'Scotland', 'Iceland']\"
Attila_the_Hun,Great_Red_Spot,TRUE,18,"['Attila_the_Hun', 'France', 'List_of_countries_by_system_of_government', 'United_States', 'Islam', 'Christianity', 'Roman_Catholic_Church', 'Latin', 'English_language', 'United_Kingdom', 'Judaism', 'Religion', 'Buddhism', 'Hinduism', 'Malaysia', 'Climate', 'Weather', 'Great_Red_Spot']\"
Dog,Cat,TRUE,2,"['Dog', 'Cat']\"
Dominican_Republic,Herbert_Hoover,FALSE,20,"['Dominican_Republic', 'Spain', 'Europe', 'Italy', 'Time_zone', 'Canada', 'Currency', 'Euro', 'United_States', 'French_language', 'German_language', 'Australia', 'Ireland', 'London', 'Jew', 'Sweden', 'Spanish_language', 'Arabic_language', 'Portuguese_language']\"
Henrik_Ibsen,Super_Mario_Bros.,FALSE,20,"['Henrik_Ibsen', 'India', 'Africa', 'Christianity', 'Islam', 'Egypt', 'List_of_countries_by_system_of_government', 'England', 'London', 'People%27s_Republic_of_China', 'United_States', 'Netherlands', 'Scotland', 'Agriculture', 'Sweden', 'German_language', 'South_Africa', 'Human', 'Arabic_language']\"
Boeing_747,Hawk-Eye,FALSE,20,"['Boeing_747', 'United_States', 'List_of_countries_by_system_of_government', 'Portugal', 'People%27s_Republic_of_China', 'Portuguese_language', 'Arabic_language', 'Middle_Ages', 'France', 'Spanish_language', 'Germany', 'United_Kingdom', 'Petroleum', 'Hydrogen', 'Phase_%28matter%29', 'Plasma_%28physics%29', 'Earth%27s_atmosphere', 'Chemical_element', 'Latin']\"
Cretaceous-Tertiary_extinction_event,Ludwig_Wittgenstein,FALSE,20,"['Cretaceous-Tertiary_extinction_event', 'India', 'Japan', 'China', 'Africa', 'Latin', 'Italy', 'Time_zone', 'Russia', 'Canada', 'Currency', 'Country', 'Australia', 'Asia', 'North_America', 'Atlantic_Ocean', 'Portugal', 'People%27s_Republic_of_China', 'Science']\"
Toy,Gangtok,FALSE,20,"['Toy', 'Football_%28soccer%29', 'Europe', 'England', 'Spain', 'List_of_countries_by_system_of_government', 'Portugal', 'Atlantic_Ocean', 'Ireland', 'Great_Britain', 'Climate', 'Global_warming', 'United_States', 'German_language', 'Spanish_language', 'Arabic_language', 'Portuguese_language', 'Switzerland', 'Austria']\"
Cretaceous-Tertiary_extinction_event,Edward_I_of_England,TRUE,10,"['Cretaceous-Tertiary_extinction_event', 'Photosynthesis', 'Bacteria', 'Scientific_classification', 'Latin', 'William_I_of_England', 'Edward_the_Confessor', 'Charles_II_of_England', 'Edward_III_of_England', 'Edward_I_of_England']\"
Astatine,Chicago,TRUE,5,"['Astatine', 'Phase_%28matter%29', 'Water', 'Paris', 'Chicago']\"
Miranda_Otto,Zeus,TRUE,10,"['Miranda_Otto', 'Germany', 'Time_zone', 'United_States', 'German_language', 'France', 'Arabic_language', 'Latin', 'Europe', 'Zeus']\"
Autism,Rutherfordium,FALSE,20,"['Autism', 'United_Kingdom', 'Time_zone', 'Canada', 'List_of_countries_by_system_of_government', 'Egypt', 'Islam', 'Arabic_language', 'Spanish_language', 'French_language', 'United_States', 'Portugal', 'Atlantic_Ocean', 'Ireland', 'Scotland', 'Great_Britain', 'Climate', 'Tropical_cyclone', 'Indonesia']\"
Wolverine,Minimum_wage,FALSE,20,"['Wolverine', 'Scientific_classification', 'Chordate', 'Vertebrate', 'Fish', 'Oxygen', 'Electron', 'Electricity', 'Natural_gas', 'Indonesia', 'England', 'Roman_Empire', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'United_States', 'Iran', 'British_Empire', 'Great_Britain', 'Europe']\"
Solar_eclipse,Ubuntu_%28Linux_distribution%29,FALSE,20,"['Solar_eclipse', 'Europe', 'Africa', 'Christianity', 'Islam', 'United_States', 'Currency', 'Gold', 'London', 'Middle_Ages', 'France', 'United_Nations', 'Asia', 'Judaism', 'Jew', 'Bible', 'God', 'Hinduism', 'Indonesia']\"
Berlin_Wall,Peru,TRUE,3,"['Berlin_Wall', 'United_States', 'Peru']\"
Number,Blue_Whale,TRUE,10,"['Number', 'Europe', 'Black_Sea', 'Red_Sea', 'France', 'Pacific_Ocean', 'Southern_Ocean', 'Atlantic_Ocean', 'Whale', 'Blue_Whale']\"
Wolverine,Alphabet,TRUE,5,"['Wolverine', 'United_States', 'Latin', 'Latin_alphabet', 'Alphabet']\"
Milgram_experiment,Flemish_dialects,TRUE,7,"['Milgram_experiment', 'United_Kingdom', 'World_War_II', 'Antwerp', 'Dutch_language', 'Flemish_%28linguistics%29', 'Flemish_dialects']\"
Wolverine,FIFA_World_Cup,TRUE,4,"['Wolverine', 'United_States', 'Brazil', 'FIFA_World_Cup']\"
Egypt,Wolfgang_Amadeus_Mozart,FALSE,20,"['Egypt', 'Africa', 'India', 'Japan', 'China', 'Christianity', 'Religion', 'Philosophy', 'United_States', 'Canada', 'North_America', 'South_America', 'Brazil', 'Agriculture', 'France', 'Australia', 'England', 'London', 'United_Kingdom']\"
Boeing_747,Euclidean_geometry,FALSE,20,"['Boeing_747', 'France', 'Germany', 'England', 'Latin', 'Italy', 'Japan', 'China', 'Africa', 'Spain', 'Australia', 'Ireland', 'Canada', 'United_States', 'Portugal', 'Brazil', 'South_America', 'Netherlands', 'Sweden']\"
Ethanol,Jewellery,TRUE,16,"['Ethanol', 'People%27s_Republic_of_China', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'Arabic_language', 'Spanish_language', 'France', 'Currency', 'Gold', 'Metal', 'Titanium', 'Diamond', 'Jewellery']\"
Edgar_Allan_Poe,Sony,TRUE,9,"['Edgar_Allan_Poe', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Turkey', 'India', 'Japan', 'Sony']\"
Cookiecutter_shark,Proton,TRUE,19,"['Cookiecutter_shark', 'Animal', 'Latin', 'French_language', 'France', 'Time_zone', 'South_Africa', 'List_of_countries_by_system_of_government', 'United_States', 'North_America', 'South_America', 'Mexico', 'Argentina', 'Climate', 'Ocean', 'Indian_Ocean', 'United_Kingdom', 'Hydrogen', 'Proton']\"
Nouakchott,Apollo_8,TRUE,5,"['Nouakchott', 'Atlantic_Ocean', 'United_States', 'Apollo_11', 'Apollo_8']\"
Woodpecker,Red_giant,FALSE,20,"['Woodpecker', 'United_States', 'List_of_countries_by_system_of_government', 'England', 'United_Kingdom', 'English_language', 'Pakistan', 'France', 'World_War_II', 'United_Nations', 'Afghanistan', 'Germany', 'Latin', 'Europe', 'North_America', 'Washington%2C_D.C.', 'French_language', 'Roman_Empire', 'Spain']\"
Woodworking,Flag_of_Mexico,TRUE,5,"['Woodworking', 'France', 'United_States', 'Mexico', 'Flag_of_Mexico']\"
Woodworking,Denis_Law,FALSE,20,"['Woodworking', 'France', 'United_States', 'United_Kingdom', 'English_language', 'Latin', 'Law', 'Turkey', 'Agriculture', 'Germany', 'Roman_law', 'Roman_Empire', 'Europe', 'Hinduism', 'Canada', 'French_language', 'NATO', 'World_War_II', 'United_Nations']\"
Australian_rules_football,U.S._state,TRUE,4,"['Australian_rules_football', 'Australia', 'United_States', 'U.S._state']\"
Dove,Portuguese_language,TRUE,4,"['Dove', 'United_States', 'Spanish_language', 'Portuguese_language']\"
Dove,Dmitri_Mendeleev,TRUE,5,"['Dove', 'Australia', 'Currency', '19th_century', 'Dmitri_Mendeleev']\"
Woodworking,Lettuce,FALSE,20,"['Woodworking', 'Denmark', 'Time_zone', 'Egypt', 'List_of_countries_by_system_of_government', 'Portugal', 'People%27s_Republic_of_China', 'United_States', 'Sweden', 'Middle_Ages', 'German_language', 'Asia', 'Middle_East', 'Arabic_language', 'Spanish_language', 'London', 'France', 'South_America', 'Portuguese_language']\"
Woodworking,Sony,TRUE,11,"['Woodworking', 'France', 'United_States', 'Europe', 'Turkey', 'United_Kingdom', 'Latin', 'Italy', 'India', 'Japan', 'Sony']\"
Dresden,Trojan_War,FALSE,20,"['Dresden', 'Napoleonic_Wars', 'War', 'Vietnam_War', 'United_States', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'World_War_II', 'Battle_of_Normandy', 'Europe', 'France', 'Roman_Empire', 'Latin', 'English_language', 'Germany', 'World_War_I', 'Crimean_War', 'Roman_Catholic_Church', 'Jesus']\"
Australian_rules_football,Bluetooth,FALSE,20,"['Australian_rules_football', 'England', 'Roman_Empire', 'List_of_countries_by_system_of_government', 'Egypt', 'Arabic_language', 'Middle_East', 'Turkey', 'People%27s_Republic_of_China', 'United_States', 'New_York_City', 'Rome', 'Ancient_Rome', 'Iran', 'Petroleum', 'California', 'English_language', 'Israel', 'Capital']\"
Woodworking,Music,TRUE,6,"['Woodworking', 'France', 'United_States', 'Hip_hop_music', 'Music_of_the_United_States', 'Music']\"
Crime,Karachi,TRUE,6,"['Crime', 'United_States', 'Singapore', 'India', 'Pakistan', 'Karachi']\"
Woodrow_Wilson,Australia,TRUE,5,"['Woodrow_Wilson', 'Germany', 'England', 'Italy', 'Australia']\"
Citizenship,Hebrew_calendar,FALSE,20,"['Citizenship', 'England', 'Hebrew_language', 'Canada', 'Russia', 'List_of_countries_by_system_of_government', 'Italy', 'Spain', 'Australia', 'Football_%28soccer%29', 'Paris', 'Portugal', 'Brazil', 'Agriculture', 'South_America', 'Netherlands', 'China', 'United_States', 'Poland']\"
Edgar_Allan_Poe,Asia,TRUE,3,"['Edgar_Allan_Poe', 'Russia', 'Asia']\"
Autism,Trout,TRUE,6,"['Autism', 'United_States', 'Baseball', 'Japan', 'Fishing', 'Trout']\"
William_III_of_England,Woodrow_Wilson,TRUE,6,"['William_III_of_England', 'Winston_Churchill', 'Harold_Wilson', 'Richard_Nixon', 'Franklin_D._Roosevelt', 'Woodrow_Wilson']\"
Semiconductor,World_War_II,TRUE,5,"['Semiconductor', 'Electron', 'Chemical_element', 'English_language', 'World_War_II']\"
Aquarium,Toy_Story,FALSE,20,"['Aquarium', 'Europe', 'Latin', 'Italy', 'Spain', 'List_of_countries_by_system_of_government', 'Egypt', 'Islam', 'United_States', 'Judaism', 'United_Kingdom', 'London', 'Capital', 'Ottoman_Empire', 'Arabic_language', 'English_language', 'Scotland', 'Ireland', 'Roman_Catholic_Church']\"
Flemish_dialects,Chicago,TRUE,5,"['Flemish_dialects', 'Belgium', 'List_of_countries_by_system_of_government', 'United_States', 'Chicago']\"
Marxism,Hurricane_Katrina,TRUE,16,"['Marxism', 'France', 'United_States', 'United_Kingdom', 'English_language', 'World_War_II', 'Europe', 'Germany', 'Latin', 'Italy', 'India', 'Africa', 'Spain', 'Russia', 'Canada', 'Hurricane_Katrina']\"
Wessex,Apple,FALSE,20,"['Wessex', 'England', 'French_language', 'United_States', 'Computer', 'Television', 'Germany', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'France', 'Japan', 'Nintendo', 'China', 'English_language', 'Canada', 'Russia', 'Natural_gas', 'India']\"
Geology,Continental_crust,TRUE,3,"['Geology', 'Crust_%28geology%29', 'Continental_crust']\"
Wessex,Electricity,TRUE,7,"['Wessex', 'England', 'Time_zone', 'United_States', 'Electronics', 'Electron', 'Electricity']\"
Toluene,Number,FALSE,20,"['Toluene', 'Hydrogen', 'Color', 'Latin', 'United_States', 'United_Kingdom', 'France', 'World_War_II', 'Germany', 'English_language', 'India', 'Currency', '19th_century', 'Telephone', 'Japan', 'Europe', 'England', 'Spain', 'Italy']\"
Hollandic,Philosophy_of_mind,FALSE,20,"['Hollandic', 'French_language', 'United_States', 'California', 'English_language', 'Latin', 'Europe', 'United_Kingdom', 'France', 'World_War_II', 'Hong_Kong', 'Christianity', 'Islam', 'Russia', 'Earth', 'China', 'Basketball', 'Germany', 'India']\"
George_W._Bush,Chimpanzee,FALSE,20,"['George_W._Bush', 'United_States', 'List_of_countries_by_system_of_government', 'Scotland', 'European_Union', 'Sweden', 'Constitutional_monarchy', 'France', 'Arabic_language', 'English_language', 'William_Shakespeare', 'England', 'Christianity', 'Ottoman_Empire', '16th_century', 'Germany', 'Capital', 'China', 'Africa']\"
C._S._Lewis,Melbourne,TRUE,4,"['C._S._Lewis', 'France', 'Australia', 'Melbourne']\"
Watchmen,Redshift,FALSE,20,"['Watchmen', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Portuguese_language', 'French_language', 'Arabic_language', 'Spanish_language', 'Germany', 'Europe', 'Mammal', 'Chordate', 'Vertebrate', 'Animal', 'Carolus_Linnaeus', 'Binomial_nomenclature', 'Latin', 'Latin_alphabet', 'Indonesia']\"
Omega-3_fatty_acid,Babylonia,TRUE,18,"['Omega-3_fatty_acid', 'United_States', 'United_Kingdom', 'Football_%28soccer%29', 'Europe', 'France', 'World_War_II', 'Japan', 'Russia', 'Christianity', 'Islam', 'Latin', 'English_language', 'India', 'Mammal', 'China', 'Mesopotamia', 'Babylonia']\"
Mekong,South_America,TRUE,4,"['Mekong', 'United_States', 'Latin_America', 'South_America']\"
Gardening,Beetle,FALSE,20,"['Gardening', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'Germany', 'Arabic_language', 'English_language', 'United_Kingdom', 'England', 'Europe', 'Mediterranean_Sea', 'Latin', 'Roman_Catholic_Church', 'Christianity', 'Byzantine_Empire', 'Russia', 'Japan', 'Australia']\"
Battle_of_Stalingrad,Lake_Chad,TRUE,19,"['Battle_of_Stalingrad', 'United_States', 'Great_Lakes', 'Lake_Superior', 'Lake_Tanganyika', 'Lake_Kivu', 'Europe', 'United_Kingdom', 'Lake_District', 'Pond', 'English_language', 'Germany', 'France', 'Judaism', 'Canada', 'North_America', 'Africa', 'Chad', 'Lake_Chad']\"
Glass,Adolf_Hitler,TRUE,3,"['Glass', 'Germany', 'Adolf_Hitler']\"
Glass,American_football,TRUE,4,"['Glass', 'Germany', 'United_States', 'American_football']\"
Battle_of_Vaslui,Birmingham,TRUE,12,"['Battle_of_Vaslui', 'Poland', 'World_War_II', 'Gibraltar', 'London', 'Berlin', 'Brussels', 'United_Kingdom', 'Glasgow', 'Edinburgh', 'England', 'Birmingham']\"
Toluene,Odysseus,FALSE,20,"['Toluene', 'Phase_%28matter%29', 'Carbon', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'Latin', 'Europe', 'London', 'United_Kingdom', 'Germany', 'Asia', 'Lebanon', 'Arabic_language', 'Hebrew_language', 'Islam']\"
Battle_of_Moscow,Vitamin_D,FALSE,20,"['Battle_of_Moscow', 'World_War_II', 'Germany', 'England', 'Italy', 'India', 'Africa', 'Islam', 'United_States', 'List_of_countries_by_system_of_government', 'Australia', 'Ireland', 'London', 'United_Kingdom', 'Electron', 'Chemical_element', 'English_language', 'Netherlands', 'Turkey']\"
Melbourne,Albatross,TRUE,15,"['Melbourne', 'United_States', 'Bermuda', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'United_Kingdom', 'France', 'Judaism', 'Europe', 'Latin', 'Italy', 'Spain', 'Atlantic_Ocean', 'Albatross']\"
Glass,Philosophy,TRUE,4,"['Glass', 'Germany', 'Agnosticism', 'Philosophy']\"
Crystal,History_of_nuclear_weapons,TRUE,6,"['Crystal', 'Glass', 'Germany', 'Nuclear_power', 'Nuclear_weapon', 'History_of_nuclear_weapons']\"
Battle_of_Hastings,Health,TRUE,6,"['Battle_of_Hastings', 'France', 'List_of_countries_by_system_of_government', 'United_States', 'Medicine', 'Health']\"
Battle_of_Hastings,Federal_Bureau_of_Investigation,TRUE,12,"['Battle_of_Hastings', 'England', 'Europe', 'Germany', 'Japan', 'Currency', 'Euro', 'Italy', 'Spain', 'Australia', 'United_States', 'Federal_Bureau_of_Investigation']\"
Calcium_chloride,Bouvet_Island,FALSE,20,"['Calcium_chloride', 'Sodium', 'Europe', 'Faroe_Islands', 'British_Isles', 'Channel_Islands', 'Isles_of_Scilly', 'England', 'United_Kingdom', 'Saint_Helena', 'United_States', 'Howland_Island', 'Jarvis_Island', 'Baker_Island', 'World_War_II', 'Marshall_Islands', 'Wake_Island', 'Germany', 'France']\"
Rugby_football,Baseball,TRUE,4,"['Rugby_football', 'Football', 'Basketball', 'Baseball']\"
Rugby_football,Fascism,TRUE,4,"['Rugby_football', 'England', 'Socialism', 'Fascism']\"
Christianity,John_Logie_Baird,FALSE,20,"['Christianity', 'John_Calvin', 'Europe', 'Latin', 'United_States', 'India', 'Asia', 'Spain', 'Islam', 'China', 'United_Kingdom', 'James_Clerk_Maxwell', 'Solar_System', 'Hydrogen', 'Chemical_element', 'English_language', 'Israel', 'Arabic_language', 'Middle_East']\"
Battle_of_Lechaeum,Grover_Cleveland,TRUE,5,"['Battle_of_Lechaeum', 'Athens', 'United_States', 'President_of_the_United_States', 'Grover_Cleveland']\"
Galileo_Galilei,Pollinator,FALSE,20,"['Galileo_Galilei', 'Latin', 'French_language', 'Arabic_language', 'Portuguese_language', 'United_States', 'United_States_dollar', 'American_Civil_War', 'France', 'Germany', 'Capital', 'China', 'United_Kingdom', 'Europe', 'Hebrew_language', '19th_century', 'Holy_Roman_Empire', '12th_century', 'India']\"
West_Flemish,Fruit,TRUE,7,"['West_Flemish', 'France', 'Time_zone', 'United_States', 'Potato', 'Plant', 'Fruit']\"
United_States_Virgin_Islands,Pope_Benedict_XVI,TRUE,5,"['United_States_Virgin_Islands', 'United_States', 'France', 'Roman_Catholic_Church', 'Pope_Benedict_XVI']\"
Turkish_literature,British_Virgin_Islands,TRUE,18,"['Turkish_literature', 'France', 'British_Empire', 'British_Isles', 'British_Isles_%28terminology%29', 'Falkland_Islands', 'Stanley%2C_Falkland_Islands', 'United_Kingdom', 'Channel_Islands', 'Guernsey', 'England', 'Europe', 'Faroe_Islands', 'Shetland', 'World_War_II', 'Marshall_Islands', 'United_States', 'British_Virgin_Islands']\"
Zulu,Arctic_Circle,TRUE,4,"['Zulu', 'United_Kingdom', 'Arctic_Monkeys', 'Arctic_Circle']\"
Full_moon,Roman_Empire,TRUE,3,"['Full_moon', 'England', 'Roman_Empire']\"
Christianity,Mount_Vesuvius,TRUE,13,"['Christianity', 'Jew', 'Canada', 'Currency', 'Gold', 'Australia', 'Football_%28soccer%29', 'London', 'Europe', 'Scotland', 'United_States', 'Volcano', 'Mount_Vesuvius']\"
Indira_Gandhi,Pete_Sampras,FALSE,20,"['Indira_Gandhi', 'Pakistan', 'United_Kingdom', 'Judaism', 'United_States', 'Mexico', 'English_language', 'Latin', 'Europe', 'France', 'Russia', 'Climate', 'Tropical_cyclone', 'Gravitation', 'Physics', 'Electron', 'Electricity', 'Magnetism', 'Aluminium']\"
Dad%27s_Army,Japan,TRUE,4,"['Dad%27s_Army', 'Scotland', 'China', 'Japan']\"
China,Jesse_Owens,FALSE,20,"['China', 'United_States', 'Time_zone', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'Portugal', 'France', 'Middle_Ages', 'English_language', 'Netherlands', 'Germany', 'England', 'Latin', 'Europe', 'Buddhism', 'Japan', 'World_War_II', 'Lebanon', 'Africa']\"
History_of_slavery,Thomas_Edison,FALSE,20,"['History_of_slavery', 'United_States', 'Thomas_Jefferson', 'Benjamin_Franklin', 'France', 'Time_zone', 'South_Africa', 'Africa', 'Portugal', 'List_of_countries_by_system_of_government', 'Brazil', 'Middle_East', 'Arabic_language', 'Iran', 'Turkey', 'English_language', 'United_Kingdom', 'Argentina', 'Climate']\"
Alcohol,Washington_Metro,TRUE,14,"['Alcohol', 'United_States', 'George_Washington', 'France', 'United_Kingdom', 'Europe', 'Middle_Ages', 'English_language', 'Hong_Kong', 'Hinduism', 'Canada', 'North_America', 'Washington%2C_D.C.', 'Washington_Metro']\"
Wars_of_the_Roses,Hamburg,TRUE,4,"['Wars_of_the_Roses', 'France', 'Germany', 'Hamburg']\"
Norfolk_Island,Plesiosaur,FALSE,20,"['Norfolk_Island', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'United_States', 'France', 'Arabic_language', 'Hebrew_language', '19th_century', 'Europe', 'London', 'Capital', 'Washington%2C_D.C.', 'Chinese_language', 'Latin', 'Italy', 'United_Kingdom', 'Industrial_Revolution', 'Iron', 'Phase_%28matter%29']\"
Velociraptor,Pride_and_Prejudice,FALSE,20,"['Velociraptor', 'Scientific_classification', 'Human', 'Arabic_language', 'Spanish_language', 'French_language', 'German_language', 'United_States', 'Time_zone', 'World_War_II', 'Austria', 'Currency', 'Euro', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'France', 'Roman_Catholic_Church', 'Hebrew_language', 'Russian_language']\"
Electronic_amplifier,Noam_Chomsky,FALSE,20,"['Electronic_amplifier', 'Electron', 'Periodic_table', 'Hydrogen', 'List_of_elements_by_name', 'Mercury_%28element%29', 'Italy', 'Spain', 'Europe', 'England', 'London', 'Paris', 'United_States', 'California', 'English_language', 'Scotland', 'Climate', 'Tropical_cyclone', 'World_War_II']\"
Great_Lakes,Planetary_nebula,FALSE,20,"['Great_Lakes', 'United_States', 'Spain', 'Arabic_language', 'Morocco', 'Agriculture', 'Fish', 'Vertebrate', 'Animal', 'Mammal', 'Scientific_classification', 'Latin', 'Europe', 'United_Kingdom', 'World_War_II', 'France', 'Napoleon_I_of_France', 'Germany', 'Afghanistan']\"
Alcohol,Indonesia,TRUE,3,"['Alcohol', 'United_States', 'Indonesia']\"
Cricket,Deity,TRUE,5,"['Cricket', 'India', 'Christianity', 'Religion', 'Deity']\"
Mayotte,Seoul,TRUE,5,"['Mayotte', 'France', 'Japan', 'Korea', 'Seoul']\"
Behavioral_finance,FIFA_World_Cup,TRUE,5,"['Behavioral_finance', 'Adam_Smith', 'France', 'Brazil', 'FIFA_World_Cup']\"
3_Juno,Wellington,TRUE,6,"['3_Juno', 'Germany', 'London', 'City', 'New_Zealand', 'Wellington']\"
Behavioral_finance,Soup,FALSE,20,"['Behavioral_finance', 'Market', 'Currency', 'Gold', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'United_Kingdom', 'Europe', 'France', 'Latin', 'Italy', 'Germany', 'England', 'Christianity', 'Islam', 'India', 'Africa']\"
Chemistry,Adolf_Hitler,TRUE,3,"['Chemistry', 'World_War_II', 'Adolf_Hitler']\"
Behavioral_finance,Second_Boer_War,FALSE,20,"['Behavioral_finance', 'Finance', 'Economics', 'War', 'World_War_II', 'Battle_of_Britain', 'World_War_I', 'Crimean_War', 'Napoleonic_Wars', 'United_States', 'Vietnam_War', 'France', 'United_Kingdom', 'Europe', 'Arabic_language', 'Spanish_language', 'Germany', 'England', 'Hinduism']\"
Alcohol,Cancer,FALSE,20,"['Alcohol', 'Arabic_language', 'Hebrew_language', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'Christianity', 'Islam', 'Russia', 'Natural_gas', 'Earth%27s_atmosphere', 'Earth', 'Animal', 'Carolus_Linnaeus', 'Japan', 'World_War_II']\"
David_Copperfield_%28novel%29,Dubai,TRUE,5,"['David_Copperfield_%28novel%29', 'London', 'Israel', 'United_Arab_Emirates', 'Dubai']\"
History_of_slavery,I_Want_to_Hold_Your_Hand,FALSE,20,"['History_of_slavery', 'United_States', 'Time_zone', 'United_Kingdom', 'Electron', 'Neutron', 'Latin', 'English_language', 'World_War_II', 'France', 'Arabic_language', 'Hebrew_language', 'Jerusalem', 'Europe', 'Iceland', 'Volcano', 'Earth%27s_atmosphere', 'Bacteria', 'Evolution']\"
Medal_of_Honor,Bacteria,TRUE,8,"['Medal_of_Honor', 'United_States', 'List_of_countries_by_system_of_government', 'Netherlands', 'European_Union', 'Paris', 'Cholera', 'Bacteria']\"
China,Anatomy,TRUE,3,"['China', 'Biology', 'Anatomy']\"
Mecca,John_Locke,TRUE,6,"['Mecca', 'Arabic_language', 'English_language', 'United_States', 'Thomas_Jefferson', 'John_Locke']\"
Anteater,Japan,TRUE,4,"['Anteater', 'Scientific_classification', 'Carolus_Linnaeus', 'Japan']\"
Global_warming,Antarctic_krill,TRUE,4,"['Global_warming', 'United_States', 'Antarctica', 'Antarctic_krill']\"
Plate_tectonics,Niagara_Falls,TRUE,8,"['Plate_tectonics', 'United_States', 'Grand_Canyon', 'Europe', 'United_Kingdom', 'Judaism', 'Canada', 'Niagara_Falls']\"
Globular_cluster,Frog,TRUE,12,"['Globular_cluster', 'Latin', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Germany', 'Europe', 'Fish', 'Dolphin', 'Animal', 'Australian_Green_Tree_Frog', 'Frog']\"
Cave,Arsenic,TRUE,6,"['Cave', 'South_America', 'Iron', 'Metal', 'Uranium', 'Arsenic']\"
Washington_Metro,Hey_Jude,FALSE,20,"['Washington_Metro', 'Tourism', 'Europe', 'England', 'Italy', 'India', 'Japan', 'China', 'Africa', 'Spain', 'Russia', 'List_of_countries_by_system_of_government', 'United_States', 'Portugal', 'European_Union', 'Netherlands', 'Asia', 'Turkey', 'Sweden']\"
China,Birth_control,FALSE,20,"['China', 'United_States', 'Indonesia', 'Time_zone', 'United_Kingdom', 'English_language', 'Latin', 'Europe', 'France', 'World_War_II', 'Germany', 'NATO', 'Russia', 'North_America', 'Canada', 'Christianity', 'Pope', 'Spain', 'Soviet_Union']\"
Plate_tectonics,Desert,TRUE,3,"['Plate_tectonics', 'United_States', 'Desert']\"
Bee,Mind,FALSE,20,"['Bee', 'Animal', 'Carolus_Linnaeus', 'Japan', 'United_States', 'France', 'United_Kingdom', 'English_language', 'Germany', 'Europe', 'Byzantine_Empire', 'Russia', 'Currency', 'Gold', 'India', 'Christianity', 'Spain', 'Latin', 'Italy']\"
God,Brunei,TRUE,3,"['God', 'United_States', 'Brunei']\"
Amazon_parrot,Neil_Armstrong,TRUE,6,"['Amazon_parrot', 'Mexico', 'Spain', 'List_of_countries_by_system_of_government', 'United_States', 'Neil_Armstrong']\"
